点赞率,弹幕率,评论率,投币率,hour,weekday,duration
0.03354989559643806,0.009382942959012151,0.006799318323261346,0.02021066835728702,13,0,2270
0.24329999625024776,0.005062165535491405,0.00969043116794069,0.07457721543398026,13,0,212
0.07166109940102841,0.00016942368307636555,0.00036034523530441493,0.003158651203215262,13,0,186
0.10656505763121608,0.001338252957742187,0.0011604963978902837,0.03541926424020498,13,0,259
0.08956011973782137,0.00019050996683544488,0.00017798509012307998,0.0020896767988524577,13,0,107
0.17983353934573879,0.03556796781668612,0.004697674739788082,0.01123022453543627,13,0,121
0.06662394088762806,0.0061779591528985985,0.00388773173237326,0.009481353024890908,13,0,596
0.09100272080905568,0.0006003907954516286,0.0008346113863292179,0.014781966297902923,13,0,102
0.09984157718711495,0.003214493656317279,0.0032361583144895944,0.015051521265216037,13,0,175
0.08263525214379604,0.0028844749525339564,0.0044805858665943376,0.0032652465104633936,13,0,282
0.10467315194984411,0.007274647767347564,0.004880999028911188,0.019464367855256657,13,0,832
0.03767174153414833,0.0001560167765879977,0.00022896328724158595,0.00103276172022295,13,0,178
0.03756376266187456,0.0015577026907238926,0.0014755062735206659,0.0019775490962423343,13,0,353
0.029496261765567487,0.00479360105969712,0.005146663609848051,0.0023185969202552444,13,0,553
0.1000845943159591,0.0013765680447987902,0.005147785331533302,0.007462532493735865,13,0,96
0.037601091918900445,0.00026250160463363336,0.0003111892063290042,0.000767206884180013,13,0,129
0.08211788776060952,0.0006291656729719214,0.00042676574326274964,0.001291280171710452,13,0,180
0.014290133215804359,0.00037768252132111476,0.00016683579144308747,0.0006097543846287583,13,0,693
0.09574723672826269,0.0013000163607501183,0.0015741694708402794,0.001804104337367511,13,0,140
0.10737333935172196,0.002918376282126877,0.0028634788183897015,0.01314150397362753,13,0,119
0.037880431173775424,0.00976117222603422,0.004956949024989487,0.011050488058611302,13,0,1217
0.07536673741571225,0.0003953550071842079,0.0007269911583566348,0.007095150510645147,13,0,97
0.10475660500812854,0.00028517565363161826,0.0007202246434783936,0.008673919333452214,13,0,93
0.0607820344644764,0.0005749887366924955,0.0006820212720941289,0.001961433439453188,13,0,372
0.058889924657469464,0.0003904275365441225,0.0007004574780798322,0.001956341478538046,13,0,220
0.052799554862165615,0.0001094549521899507,0.0003315191779586115,0.0006141463743914525,13,0,118
0.1003438268511288,0.0011622513082903065,0.0030722968799170155,0.02717654051912027,13,0,160
0.11376496718062051,0.020622061385347782,0.0016339248743700125,0.0030715337516507694,13,0,78
0.06055112322360446,0.0012465933612455617,0.0005824600015474952,0.010314485414857674,13,0,415
0.03632802915834478,0.0033217243213057752,0.0007371741140865757,0.005434438687430404,13,0,2150
0.029694318284952653,9.875619356074844e-05,0.00011962017811583615,0.0003585128012715903,13,0,190
0.052240917924463455,0.014519493914307645,0.0009983784030783845,0.017745792123024795,13,0,440
0.045129543007812876,0.0002902435342847056,0.00035469589504993394,0.0004312070846034953,13,0,139
0.11326649271435074,0.009184388092901324,0.0015927015208706005,0.061915965177938834,13,0,161
0.12317703413915486,0.0009614136474303028,0.006546266580691733,0.0038340458629136003,13,0,255
0.1343866777017029,0.0008376595691319941,0.004353823389260904,0.010859478845333935,13,0,121
0.06869364282991358,0.002240887249225084,0.0016802137665514606,0.024844881340172226,13,0,184
0.08196084199560352,0.0010377181535903834,0.0006423326932497042,0.027338273177617136,13,0,704
0.09061272498892753,0.0026573924155406633,0.007028294694653994,0.007899570896470606,13,0,168
0.02786119548764523,0.0016114639584356078,0.0013052794141711667,0.005878551485027,13,0,683
0.100365753526909,0.001505312134557488,0.0016123012614764499,0.031215943868030158,13,0,781
0.002327432362688952,0.0007480366370063611,0.00021141517587877206,0.0007697999639350582,13,0,3487
0.05258083878738207,0.0007184502489620561,0.0009522421032860889,0.001174213021155536,13,0,240
0.021294463957414526,0.0022615474763800964,0.0003741424941835232,0.0030553051678863714,13,0,918
0.06391741233706266,0.0014599027779415175,0.0026034605393977263,0.0026191795464280522,13,0,353
0.04010003799378083,0.004505306218807291,0.0008696149348757087,0.021132657314540552,13,0,13514
0.0704249966259123,0.0001998498098398779,0.0006938508549419138,0.000628099402353902,13,0,45
0.04384013928626406,0.000506045115868407,0.001397227132275357,0.01593216400344205,13,0,346
0.009349403782591102,0.00017944120679011435,0.00027026947195548084,0.0009488969165650079,13,0,411
0.02132725531518276,0.0006869431704828595,0.0003162571095594314,0.0022415478597682535,13,0,1994
0.03591100869746414,0.0020037111430238103,0.0009773291425187623,0.017430246345414922,13,0,650
0.03685320545548942,0.007925582677894755,0.00021542763462611457,0.001651252819409168,13,0,228
0.07462107576379083,0.009029149762487766,0.003479571437306367,0.047259893171123404,13,0,2237
0.031959615250250366,0.015486144151397895,0.009150449662129564,0.0067915118163155985,13,0,1852
0.1523581933775846,0.0015910088905576804,0.006539046540192066,0.0806418766268066,13,0,188
0.05737346710655014,0.0003607306694639115,0.0003834458525974473,0.0009947216016984177,13,0,101
0.1084424929202311,0.001899860718959474,0.0013391598533972371,0.06197480317611267,13,0,201
0.025661381360679046,0.00038024042397345856,0.00037808608729372224,0.0007949502348226981,13,0,122
0.033187354035218525,0.00040762715702703924,0.00047033902733889147,0.002754676969994693,13,0,195
0.0641870228903488,0.004352140461808944,0.0011478372545042606,0.03328637084238703,13,0,6955
0.04700944878197463,0.0026857922238149408,0.00291459390934764,0.007948230991067033,13,0,638
0.11107980449015212,0.0009574608243294187,0.000780056638895085,0.008998044640632603,13,0,1371
0.15196678866648575,0.0013129038646315435,0.0033519389169643313,0.0038580303508167144,13,0,153
0.02590846005935498,0.0008388221763466224,0.0011637924460641252,0.000381673866719955,13,0,212
0.04972858708700872,0.0012874715103432677,0.002153035127094316,0.0026662839048662945,13,0,450
0.029539621354901645,0.00028980840444372885,0.0004678606267817061,0.0008362771932150738,13,0,273
0.010419181678704367,0.00033176320877042857,0.0001553120024207009,0.0007026601504342622,13,0,186
0.10913260387474512,0.000233018032106645,0.0005424626558489811,0.004955267598988012,13,0,174
0.11342405632343305,0.022565946876762014,0.004126727724356532,0.04512579814388686,13,0,975
0.1617259252932212,0.04096150474503581,0.026891383410581587,0.0423115135113265,13,0,337
0.1372383518284756,0.000951447896452324,0.004393616820845187,0.07074250617028091,13,0,253
0.009101208718189892,0.00017685565799147556,4.728181876914959e-05,0.00020392540156159936,13,0,803
0.045248057839182856,0.00014807302896221024,0.0001699288265950088,0.0003841156433964347,13,0,185
0.07227434243922616,0.0009137227622252721,0.002007933971309857,0.0027562089905807594,13,0,356
0.08411636836967133,0.0111375203384315,0.008761991539212496,0.055099511877643996,13,0,1018
0.09949236380954443,0.012598902466743877,0.001498323084226168,0.04865143191134381,13,0,1213
0.154938568779657,0.00036077444686132085,0.0013201064987425604,0.009641345688686792,13,0,114
0.041082021467034005,0.0009389847155754809,0.0014070369127565105,0.0045134633414318365,13,0,158
0.14425451059952785,0.009449650972568916,0.0017917080159458626,0.014184637373877642,13,0,80
0.09401413340958294,0.0010048609125444222,0.0025570850863935297,0.02268044606020996,13,0,285
0.06919122512342851,0.0007380261617549753,0.0031289764340611797,0.0025271033745610017,13,0,144
0.1113486171722388,0.001257756529621891,0.0014894868751721582,0.02489133692863531,13,0,473
0.05824361105089482,0.006243225666594407,0.0034154683623575884,0.03723534937495484,13,0,1214
0.07867522079008196,0.0014583825376114274,0.003933761039504098,0.0037814697656650288,13,0,293
0.025169293826040467,0.008132583796393799,0.006575323602313412,0.0063424433392194664,13,0,1800
0.05117894352038019,0.00027678408230409694,0.0008825756586677807,0.009494216257148079,13,0,155
