uid,log_followers,log_view,like_rate,engagement_rate,duration_engagement
5055,6.164987473202081,7.418699863638909,0.034629770262455596,0.017117884705473662,0.01695789112398213
7349,6.3919331897357425,8.894771185214342,0.05030337776107454,0.016381130466458914,0.016363373298921558
33696,5.53420512039036,7.702641066530634,0.03115142366388741,0.01280430458747611,0.012802607859779545
63231,6.80355290935302,8.969732683124695,0.0639885538882123,0.01700218035115236,0.016978735311843143
113865,4.705384698389407,6.7412161470820635,0.02768064559562664,0.0075949432552481315,0.007590309410241832
145544,5.728503932658646,8.007170614894276,0.0496522886977597,0.00905396853188124,0.009044018155141935
168598,6.852104276229849,9.058615171276951,0.039486854655579016,0.016542127387077492,0.016539112058614035
201861,4.045440339814774,6.81099113088035,0.022898978612156798,0.005427647921365947,0.005416368721832126
213741,5.475878844727983,7.601002413646874,0.049819346860918795,0.022508298997529267,0.022494173958125127
373471,5.556372464797976,6.30051266007813,0.058883630403810935,0.010412526318845745,0.010387667703189643
511982,5.574019686387116,8.29716515258589,0.0495288232868777,0.006722869554866117,0.006716773022649788
535235,5.190508181999297,7.900083061811426,0.029092092117190188,0.004104581415853103,0.004095800870726742
644698,4.555324237223348,5.0263943334382635,0.04095421822801487,0.035459464546181714,0.035458562609390835
730732,6.617442068732199,8.10339894090379,0.05502987290876536,0.012395841448669285,0.012301565430984984
755824,6.064449003730891,7.765076952804468,0.07655048632584502,0.016236993700996325,0.016226873726113346
791010,5.174986747747709,7.409080004157325,0.07581972933341088,0.010313389732472646,0.0102309995555092
883877,5.351005434006934,6.8357108592279285,0.04880634025948281,0.008985019529747448,0.008842445983309851
1318997,6.196477957685076,8.22707734083598,0.0439286131440267,0.009670364120974377,0.00966145690921264
1525355,5.136330477993275,7.144485035774878,0.028187007582560864,0.008973204891183745,0.008956403696400375
2266840,4.107481318911243,5.551696353607083,0.08392733316301751,0.01234878621901679,0.012331347588371113
2458477,4.491893728792726,4.509350399297783,0.04905601980810895,0.016894150417827297,0.01669218096838773
2494318,4.6093489154530305,5.002969087778684,0.019426925559914585,0.006982172120971347,0.006791225539374374
2632917,4.334212409393176,6.660513063440801,0.039617296478977264,0.00591495195665304,0.005891966392054647
2723422,5.027447465927921,6.972329126555814,0.030229484455851694,0.010797047596077346,0.010786194474017291
2733216,6.187407056173712,8.366715140037455,0.04429554403283482,0.011470768584507721,0.011457766389319404
2805167,5.33198170561238,7.2158351317304,0.06962577889852303,0.009341647667905196,0.009288054442265627
3332028,3.8491736330988267,6.874230561628875,0.02904777890867975,0.0057955289755742545,0.005775690598652697
3810668,5.039045109603607,7.5646952805193575,0.03144178206217631,0.005794437311409139,0.005785490620461855
3948019,5.5246790678716,7.991870812238383,0.037638622881023064,0.006818013144838678,0.006815203690499827
4128199,5.8050847148358375,7.038441877872451,0.1366225091673041,0.011111427902744704,0.010993888115339082
4527446,5.253737701864096,7.958560873249781,0.04264545554766172,0.010936284387188652,0.01088275293924316
4834677,4.622566290857468,7.224286011643168,0.03138755960307061,0.00632708692636277,0.0063263241914467356
4848323,5.3153824963149905,7.0711710597920465,0.03125510899269296,0.008850354198027995,0.008834076725086562
4939943,4.711824094518831,7.414719980172933,0.050314731650210595,0.011668702148772542,0.011607234620767275
5017882,5.139532771597939,7.560259301200441,0.03240934657792737,0.0077508205524167975,0.007742711816010931
5415414,5.879752275127475,8.087093520677364,0.05341957963894457,0.009725282689650365,0.009713914164781413
5972217,5.320445409895522,6.772401222284113,0.07031433269893363,0.009316766882004526,0.009190655949071315
6055033,4.553093786437186,7.186749445681671,0.02505933580585915,0.006414729799122781,0.0064037851468223585
6639802,5.701594749895069,8.12253204426274,0.03255528762321574,0.008145873374299024,0.008143435302715727
6796161,4.453394793613278,5.354458039971735,0.03725777143084521,0.009674773743152608,0.009639227104752375
7167476,4.0608488730388075,7.025933295114918,0.025228528116522868,0.0071315157219883265,0.0071098515850908294
7270112,4.631240780235509,6.923499026974645,0.014995013071679506,0.004196819504918413,0.004155116339332764
7477105,4.6911699341316035,6.4204724660798185,0.058909358823909186,0.017074090531041006,0.01692289681349858
7487399,6.6968736512378575,9.052081905372146,0.04217834554745475,0.008877866379652256,0.008865453416970164
7706705,5.986010380365352,6.998031710215993,0.05181219474463524,0.0124885783513046,0.01238811461980827
7761588,5.3431229093854125,7.872298214295416,0.02772517901262664,0.010105328389839609,0.010081592298925163
8263502,6.30735395973168,8.824832105166855,0.03446577556028412,0.00529850583964848,0.005294619659039122
9387730,4.994660228570244,7.056530015393453,0.06696040548669888,0.011117688911239558,0.011112785937403082
9617619,7.300885416682788,8.25459292288864,0.057302496910780876,0.009306680051446664,0.009295570908737545
11323230,4.3003563169810715,4.386766415717314,0.059924478739123294,0.011956164833360696,0.011908292301495389
11619226,3.679700380871964,5.674266677984399,0.049255639861797984,0.011679425513176614,0.011645298044373333
12160376,5.575736141964253,8.160882180388732,0.02387731618783776,0.0030242667308745448,0.0030176801447116437
12231491,3.5177235948337358,6.17785294345043,0.013890216825487883,0.004217725828898025,0.0042095533350197945
12290748,4.238422495885479,6.245767001061224,0.03992152319949121,0.007034491178458061,0.007027149280323352
12328662,3.942950070077099,5.5542965013145,0.0631271976335324,0.016260116090863426,0.016049629151175873
12755186,5.435981255425449,8.361246461686608,0.02529329371384884,0.0023296710168147273,0.0023153308699387014
13595613,5.486729351964336,7.743542625623602,0.03749440182241809,0.005996736781157945,0.005986627134607189
14089380,4.919323948563714,5.235435013044649,0.025680092113373885,0.013009269489770998,0.012920556917359449
14110780,6.854657465518308,9.183754805622193,0.08251536254379276,0.015982193726887434,0.015957212158472785
14229967,7.285017030280765,8.5947412714657,0.032209589788318865,0.011744240260906551,0.01173884410738837
14594597,4.381926930637227,6.2577973297741805,0.05224154291591135,0.007050423806983066,0.006795688214889272
14804670,7.014345189517503,9.006332328282436,0.06901677922543842,0.007721513257449172,0.007701380674410694
15824302,4.300508529343292,6.067830857267564,0.07762075475410228,0.02496058742065091,0.024875382397116525
16374124,4.5633861472626736,7.561334515725139,0.049180709126945686,0.008945950833431632,0.008905431948141971
17431502,5.8721953283482184,7.135449968102359,0.05729504942029181,0.004891988829262952,0.004672772348706357
17548972,4.636497926133204,6.471671845759746,0.03247495182426464,0.012588710355226218,0.01257519962662392
18937162,5.756226720200401,8.051801587312267,0.020924207233911373,0.0044019203314395764,0.0043924948635265856
20456043,4.844949113517317,7.055431582706382,0.02692927063866822,0.012612697458198785,0.012606432520487619
20476021,4.477815570586017,7.408197992793527,0.018820999295830358,0.0038126635289935256,0.003804241427513564
20990353,6.347666585082054,8.64486139823054,0.02424541610598357,0.006327204831747272,0.0063221894718483605
21342479,5.250980807096349,7.436944928883954,0.07269845887366871,0.012316805548151321,0.012309404972867598
21901294,3.9589459324939362,6.302902971822555,0.03216947959393481,0.009415685116767887,0.009409905221027153
22437835,4.572441739911853,6.232629980461099,0.13838628832032626,0.02137138452425964,0.02135669004427021
23621140,5.410952602338552,7.546672216898522,0.027490690916326353,0.005853417138256567,0.005848132846232066
24939300,3.5549734583332397,5.12386796752042,0.13793570118191933,0.03333734323779736,0.03332885358487613
25503580,6.2502645556247955,8.830795750831332,0.03540087378650896,0.005614896644729645,0.005576351909739845
25635814,5.69968253105083,8.006705522776588,0.05189808411486614,0.006199624337252249,0.006191787255430908
26344439,5.956100686782882,7.691171481706414,0.10122605144913557,0.011320618615604988,0.011281912047041882
26583216,5.768071743568649,8.034986936425993,0.036260362288093956,0.00686993833254774,0.0068594168599046355
26607148,5.968911894318167,8.418083887443942,0.039801308652650615,0.004872916226696157,0.004866590506601379
26858088,4.335959106148248,6.357152412530557,0.016734076044808744,0.005042917182031684,0.004994404270227628
27565167,5.313692202380161,7.470620354162119,0.038938255874099034,0.009668502464127274,0.009661166658417734
28860267,5.647729093967794,7.558909415275058,0.03529585652426403,0.0060510781974216134,0.006039757510786346
30532466,4.386802063298545,5.914679988201219,0.0568219990360695,0.01507230695831244,0.015070798482425632
30889546,5.410399274925043,7.3504843536881825,0.036649204147456885,0.014167947070951386,0.014164494727421886
30993249,5.568869085538591,7.357743124627932,0.11609874639402235,0.012437413163424416,0.01238664047737318
32246735,5.035273604271295,5.889978114489993,0.10029025762457695,0.011091500076654808,0.010992908964862321
32345093,5.930544077935356,7.160577556261876,0.06570417155832067,0.010525754696540577,0.010160526575670853
33620677,4.243484522006458,5.164144582470178,0.041451664850715074,0.01370289661410686,0.01365636951074115
33729931,5.946000540768568,7.513030346810769,0.038936141365974154,0.007527513548325405,0.007474182448113024
33748272,4.7540653404326445,6.236581343668049,0.047369349033218225,0.011571482924577218,0.01156135450087698
34389666,5.691100066438836,8.174356949062405,0.0435356754891883,0.006979728957643618,0.006967786831296946
34518913,5.6642921430348,7.86548876204662,0.05601487859901316,0.00819213697784823,0.008169296894121766
34646754,6.251259720590652,8.513084105938386,0.041209490371961185,0.004114188830697317,0.004109982101971456
35192875,3.618780024506215,5.924433846710266,0.041670931026849996,0.010475807392139455,0.010419052385002294
35723238,5.583550149513074,7.235613908662314,0.025332922871453663,0.013570492875122709,0.013563940298384264
36261279,5.4546406173913065,8.225812404700235,0.036375115589972355,0.007015940397706975,0.007000460990425424
37949446,3.6114046377115936,5.7844125768770045,0.13932697236131372,0.047727003903323746,0.04768845609603181
38036998,5.493211206786268,6.702860395814986,0.06951351737069845,0.014414587541303352,0.014351216561340212
38294246,6.256692014589776,7.978024764071189,0.06226148453085159,0.01507833424054613,0.01505314876360593
39997124,4.6605049967723575,4.5851108969871746,0.049417697826765104,0.010482738899864823,0.009852157690978353
40006642,5.894895658311646,8.338839245125895,0.06492370619041025,0.011484908368246014,0.011477531709866534
44763814,4.065467672465651,7.083868462713178,0.02191412467365577,0.002271077185536643,0.0022689280300431515
46108421,5.6266739170481745,7.883825913617913,0.05084599523654942,0.012280383677414112,0.012262149094642263
48455786,6.172955943830425,6.767090605649313,0.07407883579068304,0.007652894794430616,0.007544103446336213
50316381,6.437190691321617,7.474013832762121,0.09975652411432549,0.007530115041533451,0.004711659884210911
66607740,6.956202490510048,8.680309805865727,0.0189074595033544,0.011093665344023309,0.011093361790250385
84208059,4.6946578374987995,7.008542815556292,0.05396468082252439,0.009020373476808504,0.00900316578460116
84222265,5.62993736407498,8.377671480474918,0.05704505627524253,0.005219406830338223,0.0052071475781124196
84706708,6.0158964229444996,8.01151488671761,0.03071421152201535,0.008886108526716886,0.0088822232951388
85303122,4.837651557846392,6.328619316759044,0.04447218083920842,0.022403979025654865,0.022376027804221706
86607143,4.328175661438323,7.998138268503455,0.020772406669943552,0.0027274354597456715,0.002722502098149911
86831053,5.5743322742316375,7.425192013597026,0.12024005695777785,0.011937161764356729,0.011765361421346137
89290063,4.698735421972851,6.858358630944526,0.16079922616377842,0.029868120283812,0.029687212983384153
89522842,5.934465625420107,8.499071003183628,0.03466869603289247,0.003584781688961758,0.003567658981461681
89639520,4.2400497721126476,5.936386551976225,0.09693822026382756,0.01456736123814177,0.014532370387311665
91254197,6.048030233051894,9.055947005092438,0.021811438592212056,0.004252803092578853,0.004222436878686197
95404721,5.360138813577575,7.648612716352442,0.03624331007346286,0.008748943873116545,0.008741013223390893
96423810,5.611324933588425,7.779000529177768,0.04492015512435442,0.012028050060543156,0.012014675745733235
99157282,6.915091286842147,9.224643866333684,0.056400777734761855,0.015126172828714372,0.015106427877459921
99336697,6.057953510215187,7.6702266063494555,0.06762195118693831,0.013586844929556172,0.013463085297157423
104777016,5.6735351170750485,7.78252285179012,0.053052858177720964,0.007948923167433047,0.007942164123836
105568957,5.141409007384237,7.78931678398561,0.034699133361461895,0.006414595230949972,0.006374209384042379
107001167,4.839258016147886,6.286411331315052,0.013401089462291304,0.007937204402941777,0.007680664005980877
110683415,5.953161702617256,6.526089356912217,0.05114521275043433,0.02141537718436743,0.02124619474471056
121206717,6.022951436597786,8.233133409554279,0.043616349422335866,0.003947178853413764,0.003891373873854597
123704388,5.091670474135957,7.018615628233892,0.05088006189715825,0.015175179362172242,0.01516352367838838
129261354,4.390899797173533,5.9278331584752,0.16524481610011088,0.01580609776113147,0.015794254483709674
156619610,5.952146088457352,7.91866805569074,0.03665555610118426,0.008064166868222339,0.008040368863530085
161427808,4.610511114900085,6.418667634893641,0.021133700199450083,0.007459223326888389,0.00742437317464302
161775300,6.812727906717107,8.953176445187383,0.06042623444105561,0.016011940663747865,0.015977138915866284
164094818,5.009901104782336,5.217662889311203,0.026522563565097808,0.011875783772649895,0.011820443290031086
166102457,4.125220936316564,5.072782785618565,0.018495653056391868,0.009607675653732956,0.009429283798093352
167253307,3.989405318001516,5.026202208431958,0.03588845581728144,0.004953021145191965,0.0046399730554958505
171818544,6.228591026535237,7.680436305184292,0.05263749121106903,0.007473049522097344,0.00742298106508341
171844704,4.772937498603542,8.149550506880638,0.010883769915435899,0.0017146014469295327,0.0017065894436460278
173992437,4.749365229404157,7.494857039822215,0.01275579427454994,0.002313577086628747,0.0023117602581023628
174501086,7.227869229691235,8.257948300738818,0.08074504674987909,0.009509561482541286,0.009428167337841104
176742118,5.236401208265657,6.2545732108425165,0.022993673707071883,0.005649203189800472,0.005561371055400748
178690106,6.363464557958603,7.807831566173521,0.02297296939707069,0.0048850325751025195,0.004841336081568639
195384438,3.7399676967595092,6.296359541209599,0.03283422773407136,0.006569776903537137,0.0065605221005164
198512590,5.27777190102281,7.62870147892813,0.026156675537770502,0.009128565938742077,0.009119709145540018
201388289,4.839346042016073,6.3241972346546795,0.026612343185982077,0.012777513112768625,0.01276659969530757
203680252,6.03117327556832,8.569567273932186,0.0483788191371455,0.005340048174072043,0.005317055211307284
210854489,3.920071124297524,5.420960233629153,0.05536630147795211,0.014538443446329397,0.01269992433346673
211005705,6.620600824146321,8.761626149201101,0.048610335846680744,0.008393391994622868,0.00838811668979709
217194491,5.697681715181091,7.214971416554791,0.04024214351187215,0.006685027330691954,0.006608357409828262
219889604,5.701012458233237,8.562664070386793,0.0398271549224032,0.004216121113532207,0.004211413944212865
229762896,5.138539521483194,7.816819355585825,0.06494313627076145,0.007644864422483161,0.0075874893494811725
237311595,6.1871703238414515,6.934225517465247,0.05360298494542384,0.0034991987988731528,0.0025115335011536327
241679003,6.1231954587923,7.716577885802849,0.06971989791129769,0.011134410395991752,0.011025273025673436
241774826,5.198973072387712,7.57324114101735,0.03794470567780859,0.006722934990418317,0.006714343857558377
245645656,5.361404827421663,7.389223939171552,0.048105144200590755,0.013702405675521665,0.013684460611444935
259333557,4.6260527959344335,7.37814633707284,0.0176396297119181,0.002542725684778369,0.0025390737772382323
261485584,6.344714632410083,8.267243629879221,0.05238700749167854,0.01731958297931537,0.017303912806147095
267766441,5.866423810191313,7.498597865169074,0.05574666542093018,0.014156841290263632,0.01410725146765069
269115278,5.841841682540141,8.027381870782362,0.03413477896491651,0.004063723491863436,0.00403567089245111
269288799,5.3831921910551115,7.495910655404035,0.1011491549414965,0.016718579731332773,0.016577958082069966
279704683,5.595127907424167,7.134934867137493,0.03598583794642307,0.00560048077571442,0.005580145076293252
283650756,5.290673333834817,6.916273613101883,0.1669432663794686,0.017152747310580127,0.01696621873667123
287787972,5.198486634155306,6.29188432462165,0.07494681671349247,0.006188103897111915,0.005531678096345573
289356747,5.648259477252116,7.365513124572281,0.016841999915349723,0.004532554625503991,0.004503934743104534
290014343,6.140275435231247,8.736198664374482,0.055697104119825494,0.004450576588930034,0.004432384513783175
290487322,4.341038631677523,4.770424868097336,0.025873330958076722,0.007817139173071376,0.007690031219037694
291042076,6.302578531511886,8.440079989319607,0.0664121166862297,0.0060966344426715705,0.006039203568126208
294168428,4.7758360914559566,6.759918907611445,0.037995079018668165,0.006565369862708932,0.0065482454581441175
302517328,4.494627605962076,6.669740088167926,0.015623743195069817,0.004159970837847135,0.004158861136861288
303957852,4.622576647353478,6.208377658826833,0.033300696513471666,0.013447834520183046,0.01343401593296788
307290668,3.9157690659836843,3.5260806918020298,0.013106940720881739,0.002919273160560024,0.0029051293952472336
310193177,4.747256397442144,7.480351681932212,0.03102642236308976,0.0037675083239365457,0.003759685687446609
312543233,6.06283684593298,7.882156221905171,0.10330940050646867,0.012997313790964969,0.012536541826736594
321173469,7.614569252603065,7.5803740983458034,0.02963799096292723,0.004194004252424766,0.0041630982478720715
323357649,6.1696056702196005,8.491965334324622,0.07785180005340829,0.005781904419407254,0.0057557755090939175
324434970,4.895571705549246,6.259602478691533,0.11672327540448892,0.024304125058098442,0.0242002057633551
327961371,5.787383952599409,8.132596281410446,0.01598216615739829,0.004008065752324447,0.004006256109688851
330415548,6.7173899513510715,8.846221754506342,0.06152787945997475,0.010613714589993715,0.010589303514666406
334932680,5.628960800218217,8.219686117760805,0.04512574585385899,0.007368097444127486,0.007347361811123341
341677498,4.827576030725859,7.729272612599147,0.03159349913644575,0.005021699090084127,0.005007288008239167
342233922,5.6656382053125505,8.125646588194217,0.03575633391056175,0.005986709419727446,0.005971078808561619
352091301,5.965840674075952,7.988807775563866,0.044736138790605603,0.013135445130633453,0.01311342293262223
358473675,5.544322342366811,6.508508441387074,0.05986589726439226,0.0178426471258583,0.017728886066854188
359817973,6.384101511237808,7.167971238327044,0.027655541320767776,0.006492791915093373,0.006434350365709249
362162451,5.288557728941144,6.474232440515753,0.07114569596424293,0.013859119294254239,0.013632909512519949
365372809,5.551000832157998,8.069531923875296,0.03938558454705996,0.006737768230813487,0.006716494400178205
372966288,5.019971568901674,6.658188228272847,0.044577240209040185,0.013369909654356074,0.01335189952098428
373661023,3.403635189790548,3.636287252098513,0.014559741160157152,0.004887913103767044,0.004591017641167861
375241551,5.765099800527811,8.324435820614399,0.0751192455608712,0.008810514953476812,0.008763846594379917
382135157,5.504062882678692,8.210241685988334,0.03877228730692025,0.005078541374491339,0.0050698819602619846
382665493,3.9617057840025054,5.685654871018835,0.031068133354780966,0.010589871767903616,0.010574328903273622
